Record IDs,Factor 1,Factor 2,Factor 3,Cluster
6128,-0.094980135,0.253827853,0.07007173,1
6129,-0.026268991,-0.455922141,0.359886299,1
6130,-0.247851239,0.629502771,0.141824366,1
6131,0.101284462,0.076336477,0.230495824,1
6132,-0.115761137,-0.43361872,-0.017465387,1
6133,0.013336119,-0.330586376,0.421793328,1
6134,0.588623748,0.124013085,0.552727367,1
6135,-0.43122716,-0.255152654,-1.701680768,2
6136,-0.117895897,-0.307380511,0.267466283,1
6137,-0.348879941,0.877966787,-0.10462621,1
6138,-0.272377389,-0.198364731,-0.090254026,1
6139,-0.254881045,-0.306919346,-0.651138382,1
6140,-0.085726187,-0.044803966,0.377916776,1
6141,-0.087648248,-0.422498333,0.339833493,1
6142,-0.012484163,-0.405793475,0.36578914,1
6143,-0.094174216,-0.228057333,0.323921774,1
6144,-0.134272845,-0.196634308,0.128947456,1
6145,-0.267348022,-0.359656327,-0.373113692,1
6146,-0.289094464,0.879631009,-0.357381673,1
6147,0.055928853,-0.132923051,0.392670405,1
6148,-0.159969389,0.106989396,0.032018584,1
6149,-0.012953297,0.216164688,0.577298221,1
6150,-0.077962114,-0.371171856,0.369434822,1
6151,-0.350358565,-0.244240368,-0.652636475,1
6152,-0.020642848,0.136531554,-0.188100231,1
6153,-0.082193239,-0.485482591,-0.192367206,1
6154,-0.028566052,-0.313900978,0.212603873,1
6155,-0.200853708,0.102483392,0.279924706,1
6156,-0.006537283,-0.328371119,0.257548889,1
6157,-1.617275609,2.389144298,-2.231570681,2
6158,0.642805554,0.669500219,0.922713316,1
6159,0.136399257,0.245189805,0.241153118,1
6160,0.081256019,0.07308626,0.107441975,1
6161,0.448498004,-0.252515168,0.560519315,1
6162,0.248516296,0.456158817,-0.550822083,1
6163,-0.639610683,1.065744989,-1.860493993,2
6164,-1.650550437,7.523949582,-5.366629168,2
6165,-0.077319649,0.150668254,-0.106041685,1
6166,0.023589332,-0.445607551,0.272271823,1
6167,0.090965133,2.146600436,-0.792358118,1
6168,-0.112198904,0.175388826,0.436730152,1
6169,1.74513947,0.018267443,0.354514503,1
6170,-0.099784017,-0.418920587,-0.421698707,1
6171,-0.149418204,0.134172905,-0.195851456,1
6172,-0.064698672,-0.324692028,0.159176975,1
6173,-0.162983911,0.137984031,-0.282320381,1
6174,-0.353263125,-0.02222382,-1.664259114,2
6175,-0.039245071,0.265641909,-0.132525481,1
6176,-0.311903485,0.355618105,-0.761232006,1
6177,-0.104565029,-0.084306103,0.257796364,1
6178,-0.010327933,-0.422818134,0.364559683,1
6179,-0.066352913,-0.183713573,0.298325856,1
6180,-0.074168891,2.436202545,1.398820965,1
6181,-0.226263368,0.771195054,0.192907192,1
6182,-0.465103744,-0.184588419,-0.975716408,1
6183,-0.180170754,1.58156255,1.266445518,1
6184,-0.188352474,0.18386238,0.061380837,1
6185,0.125568643,0.081121516,0.428315099,1
6186,-0.145717518,-0.417903828,0.090152215,1
6187,-0.052921765,-0.475064902,0.148343284,1
6188,-0.082404981,-0.198585257,0.269802909,1
6189,0.035162765,-0.145625698,0.220830332,1
6190,-0.109998861,-0.135203799,-0.279848106,1
6191,-0.3636561,0.220206233,-0.199974268,1
6192,-0.171724851,-0.451670335,-0.140825513,1
6193,-0.134294217,1.809811723,0.863697106,1
6194,-0.14916456,0.202410577,0.372452635,1
6195,-0.006162337,-0.285055658,0.347424692,1
6196,-0.193148666,0.343228057,-0.526222849,1
6197,0.014479466,0.130411856,0.563399831,1
6198,-0.18836106,-0.843526181,-0.560851607,1
6199,0.041658448,-0.029835419,0.393677828,1
6200,0.06269259,-0.410546962,0.105386772,1
6201,0.053352636,0.406012662,-0.196018886,1
6202,-0.686034284,-0.015792871,-3.152286064,2
6203,-0.101619308,-0.393890659,0.263246149,1
6204,-0.465556874,-0.414715853,-3.237880389,2
6205,-0.114362497,-0.444896919,-0.244569033,1
6206,-0.149338362,-0.358707411,0.012963999,1
6207,0.077780993,-0.347577691,0.198483827,1
6208,-0.079594482,-0.111540166,0.116905714,1
6209,-0.180633704,0.596282915,0.400750136,1
6210,-0.142053922,-0.277351685,0.252111656,1
6211,-0.095427431,0.759829323,0.933314373,1
6212,-0.06940784,-0.224037819,0.280957114,1
6213,-0.366102611,0.961937772,-0.195598436,1
6214,0.0407185,-0.373509116,0.310313487,1
6215,-0.145741675,0.401546965,0.12247733,1
6216,-0.257032409,-1.323963445,-5.218644374,2
6217,0.060203509,-0.134952895,0.052577315,1
6218,-0.224382226,-0.268856524,-0.052939597,1
6219,0.025703165,0.613282938,0.603351523,1
6220,0.330280273,-0.106700018,0.513689994,1
6221,-0.004009759,-0.238527009,0.341862389,1
6222,-0.216564889,0.172291735,-0.822461494,1
6223,-0.222419055,-0.424044119,-1.79871983,2
6224,0.001059527,-0.48047793,0.330365316,1
6225,-0.12896292,-0.356320745,0.159811396,1
6226,-0.124643832,-0.374744323,0.08175405,1
6227,0.032088874,-0.438234981,0.32663578,1
6228,-0.132168753,0.526252655,0.395155453,1
6229,-0.049920916,-0.19444554,-0.347370439,1
6230,-0.096286665,0.269444909,0.234356181,1
6231,-0.32774766,-0.436002119,-1.730322409,2
6232,0.064889058,-0.181711921,0.067585831,1
6233,-0.254022847,-1.084597019,-0.86025924,1
6234,-0.081905147,0.234102304,0.576873643,1
6235,-0.060985998,1.258268355,1.394752055,1
6236,-0.080297949,0.666113736,0.940082568,1
6237,0.033826351,-0.321036006,0.354533229,1
6238,-0.172719541,0.139192487,0.388486437,1
6239,-0.030882149,0.811238613,-0.747095069,1
6240,0.357641465,0.719736112,1.215203267,1
6241,0.064577506,-0.184192667,0.044386569,1
6242,-0.086766688,-0.279983154,0.221036342,1
6243,0.614415001,0.180540964,0.371751655,1
6244,-0.067406899,-0.098226539,0.274316565,1
6245,-0.041170199,-0.371165233,0.37104364,1
6246,0.178572726,0.648182761,0.532962201,1
6247,0.161688752,-0.397441699,0.340363117,1
6248,-0.056977107,0.001464225,0.54258419,1
6249,-0.107688509,-0.168857788,0.31576014,1
6250,-0.024589707,-0.367232319,0.268238299,1
6251,-0.132286432,-0.235313999,0.193394997,1
6252,-0.03573169,-0.159366135,0.310502148,1
6253,-0.115471649,-0.422275002,-0.02261849,1
6254,-0.152116618,0.120722946,0.248566895,1
6255,1.519868976,0.109204251,0.379264785,1
6256,0.041270957,-0.205562198,0.419782553,1
6257,-0.132717061,-0.434002565,0.137342476,1
6258,0.124518832,-0.21849242,0.377883413,1
6259,0.469444493,0.416662832,0.378559224,1
6260,-0.117054511,-0.483847575,0.155104064,1
6261,-0.106679356,-0.404932903,0.122872153,1
6262,0.019467802,-0.379366027,0.358616356,1
6263,0.020185039,-0.838876972,-0.248466919,1
6264,-0.010191624,-0.399256389,0.274684759,1
6265,-0.085179404,0.590908679,0.697107895,1
6266,-0.125785968,0.464207462,0.771239371,1
6267,0.298214274,-0.520950553,0.292479157,1
6268,-0.135899715,0.118206924,0.203713458,1
6269,0.177375785,-0.2137103,0.173928016,1
6270,0.418161343,0.085294416,0.044585542,1
6271,-0.092788793,-0.387079641,0.287643721,1
6272,-0.09826175,-0.422793536,0.065882781,1
6273,-0.323661792,0.798014401,0.105744997,1
6274,-0.37622776,0.999298854,-2.632183237,2
6275,-0.248328034,-0.059752902,-0.041486788,1
6276,-0.195662533,2.83911045,-0.002795996,1
6277,-0.093504665,-0.409029346,-0.058529842,1
6278,-0.158480601,0.061878627,-1.71632989,2
6279,0.199837905,-0.575658394,0.389221894,1
6280,1.346389818,-0.038820045,-0.024903451,1
6281,0.003961343,-0.29848382,0.330728284,1
6282,-0.138937138,-0.096353957,0.228050813,1
6283,0.02561983,-0.222348196,0.357231885,1
6284,-0.059598676,-0.263528597,0.18804097,1
6285,-0.042932127,-0.381688323,-0.168567809,1
6286,-0.075447217,0.800612659,0.744358462,1
6287,-0.010280916,-0.111074807,0.469907467,1
6288,-0.043856992,-0.284076952,0.036985011,1
6289,0.052212285,-0.165770641,-1.088030138,1
6290,-0.252439955,1.070031482,-1.122318759,2
6291,-0.091243404,-0.322717117,0.208022344,1
6292,-0.119052418,0.243874524,0.162387134,1
6293,-0.237147256,-0.34413605,-0.584832192,1
6294,-0.023702203,-0.126823124,0.399109481,1
6295,-0.031183876,-0.421763994,0.229942533,1
6296,0.046266328,-0.358986174,0.355638889,1
6297,-0.119343601,-0.687787701,-0.826001696,1
6298,-0.126424164,-0.055670792,0.405983084,1
6299,-0.017833562,0.222942021,0.550080667,1
6300,0.103802818,-0.463666963,0.373548432,1
6301,-0.002403393,-0.238911942,0.472220185,1
6302,0.115759177,-0.163025201,0.368006637,1
6303,-0.078970087,-0.380920375,0.235376634,1
6304,-0.083597526,-0.29286136,0.352149205,1
6305,0.213217691,0.944083356,-0.008462066,1
6306,-0.099568003,-0.245111664,0.26060063,1
6307,0.015433379,0.033039292,0.49248097,1
6308,-0.127774338,0.433572489,0.338812537,1
6309,0.303321541,-0.193665515,0.538548163,1
6310,0.008435738,-0.287235934,0.335946078,1
6311,-0.191201387,-0.05945331,0.262080039,1
6312,-0.105095382,0.327704355,-0.469813466,1
6313,-0.083078776,-0.311369381,0.342683036,1
6314,-0.116029865,0.350678941,0.493562234,1
6315,-0.138509876,-0.169804122,0.049874416,1
6316,0.189913826,0.085140694,0.144012757,1
6317,-0.03670935,-0.652826701,-0.074129176,1
6318,0.323672148,0.279088706,0.054939425,1
6319,-0.114961143,0.269526917,0.565526265,1
6320,-0.221231861,-0.329918632,-0.257139514,1
6321,0.301526099,0.778633876,-0.012334931,1
6322,-0.051617247,0.170862828,0.618429491,1
6323,-0.143701015,-0.06148256,0.076309739,1
6324,0.055962503,-0.350330184,0.433382209,1
6325,0.21950255,-0.003394856,-0.565279762,1
6326,-0.15646313,0.11551955,-0.575579441,1
6327,-0.038956331,-0.270190867,0.396309389,1
6328,-0.025949509,-0.379656281,0.359158548,1
6329,0.196882034,-0.176166479,-0.781486543,1
6330,-0.151373496,-0.507091873,-0.193900764,1
6331,-0.205001081,0.608953732,0.221049469,1
6332,-0.420417212,1.391794074,-0.421713564,1
6333,0.185464636,-0.134410333,0.519990943,1
6334,0.029931693,0.237569011,0.567116282,1
6335,0.108471564,-0.528122841,0.337659306,1
6336,-0.118818104,-0.441765302,-0.103485936,1
6337,-0.04220404,0.003912755,-0.338239088,1
6338,-0.194572413,-0.151720976,-0.017153636,1
6339,0.283058406,-0.383585194,0.155775521,1
6340,-0.109290894,-0.574947718,0.14900254,1
6341,-0.05922594,-0.459449167,0.335930125,1
6342,0.05393784,-0.40045858,0.299784544,1
6343,-0.068566487,-0.235977145,0.292336465,1
6344,0.023228344,-0.349866242,0.108771851,1
6345,-0.257919942,-0.088935679,-0.113321221,1
6346,-0.004038225,-0.075362552,0.365558502,1
6347,-0.020696777,-0.303940615,0.176990661,1
6348,-0.198910257,1.039727375,-1.77510771,2
6349,0.16258535,-0.356897671,0.454720599,1
6350,-0.187851518,-0.377097413,-0.300920183,1
6351,0.202049928,0.130556392,0.067702213,1
6352,0.066305554,-0.269633172,0.012427321,1
6353,0.052121915,-0.393150209,0.145641042,1
6354,-0.091964575,0.020753175,0.338378166,1
6355,-0.560527513,0.115904449,-0.673752539,1
6356,-0.009618421,-0.564058633,-0.170103026,1
6357,-0.037205401,-0.102066036,0.306202474,1
6358,0.067609473,-0.425180049,0.414126383,1
6359,0.094703516,-0.403543699,0.308981705,1
6360,-0.051669851,-0.275271133,0.296871818,1
6361,-0.156448868,-0.498900871,-0.397333364,1
6362,-0.357404312,0.171671303,-0.612278171,1
6363,-0.321418329,-0.42402786,-1.007002526,1
6364,0.611785108,-0.054139494,-0.604168059,1
6365,0.143033405,0.497805057,0.028798156,1
6366,-0.185665551,-0.293866528,-0.280175939,1
6367,-0.12161717,0.024863856,0.359975004,1
6368,0.117553092,-0.04604537,0.1578644,1
6369,-0.203010221,-0.095817748,0.165098416,1
6370,-0.078828725,-0.442298307,0.351802488,1
6371,-0.053634581,-0.204621985,-0.033054864,1
6372,0.00081754,-0.221715149,0.353430777,1
6373,-0.031960118,-0.276945579,-0.000666588,1
6374,0.092975987,0.718034052,0.661524559,1
6375,0.150377711,-0.10214248,0.399852062,1
6376,-0.129109544,0.058989176,0.096828032,1
6377,-0.181263913,-0.499888131,-0.130448959,1
6378,-0.050264531,0.75538741,0.607382513,1
6379,0.061978832,0.466826823,0.017647056,1
6380,-0.288427476,0.412798106,-0.529388122,1
6381,1.026731863,-0.352523382,0.363820319,1
6382,0.203108119,-0.166849882,0.018173173,1
6383,-0.286011148,-0.180294639,-0.055967848,1
6384,0.023080891,-0.291009521,0.255579553,1
6385,-0.043653754,1.608513284,1.589467803,1
6386,-0.060715205,-0.203038069,0.029866978,1
6387,-0.373985716,-0.018125122,-0.722111435,1
6388,-0.259192446,0.64766369,0.064265538,1
6389,0.208859796,0.121494452,0.591875467,1
6390,0.028883637,-0.463184369,0.258678808,1
6391,-0.065172267,-0.386906091,0.247910257,1
6392,-0.11655968,0.166264311,0.435445744,1
6393,0.108039278,-0.139463617,0.196260645,1
6394,-0.048048228,0.040950923,0.286697409,1
6395,-0.203502709,-0.51245473,-0.333795031,1
6396,-0.212239608,0.095170835,-0.279674747,1
6397,-0.201154367,0.038621611,-0.029028963,1
6398,-0.014819761,-0.193451076,0.263082812,1
6399,-0.010130769,-0.345661847,0.394385233,1
6400,0.030133143,-0.339246631,0.247173803,1
6401,-0.15843059,0.161174275,-0.422055357,1
6402,0.028320644,-0.504425496,0.377275125,1
6403,-0.03594965,-0.439576479,0.353756558,1
6404,0.161101242,0.129188489,0.181670663,1
6405,-0.607235887,-0.536995882,-1.57883695,2
6406,-0.119880857,-0.280640907,0.077393652,1
6407,0.090651217,-0.510262895,0.22624671,1
6408,0.291770675,-0.126576154,0.613786205,1
6409,0.131715799,0.15302585,0.333308741,1
6410,-0.040570737,-0.128763995,0.506968239,1
6411,0.154006482,-0.37775395,0.365545279,1
6412,-0.161503861,-0.147390043,0.274480595,1
6413,0.103105869,-0.472984954,0.319008555,1
6414,0.258863993,-0.398538597,0.480888696,1
6415,0.159538546,-0.371607471,0.492602367,1
6416,-0.174548536,-0.450462739,-0.373619953,1
6417,-0.223653002,0.883022633,0.021871078,1
6418,-0.114386095,-0.524817605,0.023029001,1
6419,-0.066642314,-0.289430672,-0.07750563,1
6420,-0.003063062,-0.494170442,0.20633719,1
6421,-0.176047172,0.756012505,0.227940532,1
6422,-0.283282954,0.351069177,-0.964656498,1
6423,-0.12702197,-0.087390991,0.282144421,1
6424,-0.052396093,-0.397976993,0.369971394,1
6425,0.61566122,-0.025259588,0.181104812,1
6426,0.02573454,-0.408745722,-0.047244257,1
6427,-0.09131499,-0.001317715,0.461488444,1
6428,-0.369873478,0.061910943,-0.961333338,1
6429,-0.197440145,1.689802778,1.225167549,1
6430,-0.037907169,0.004223147,0.450199844,1
6431,-0.216168989,0.378519056,0.093740754,1
6432,-0.08508853,-0.257894214,0.339711667,1
6433,0.000954729,-0.081723464,0.353299255,1
6434,-0.007371462,-0.485689702,0.328753205,1
6435,-0.144704728,0.34422275,-0.238291019,1
6436,-0.02133996,0.435115665,0.538348708,1
6437,-0.151172344,-0.160962942,0.200986985,1
6438,0.007242262,0.155746448,-0.088445225,1
6439,-0.496281485,0.557117432,-2.861142402,2
6440,-0.181412144,-0.278441648,0.103836365,1
6441,-0.070715946,-0.311390185,0.32972262,1
6442,-0.754598615,0.213816379,-1.44257696,2
6443,-0.133333306,-0.038513146,-0.381903246,1
6444,0.261952814,-0.142453868,0.310001366,1
6445,-0.069143194,-0.434424665,0.230510575,1
6446,-0.084427112,-0.435499301,0.342400414,1
6447,0.207028283,0.551701926,0.061719307,1
6448,0.017254679,-0.304116664,-0.047570829,1
6449,-0.034624492,-0.244365302,0.287055926,1
6450,2.652398826,-0.951392032,-0.10705188,1
6451,0.084100254,-0.453459361,0.061906292,1
6452,-0.030758866,-0.356107523,-1.776953753,2
6453,0.6906722,0.350757773,0.647430624,1
6454,-0.086359307,-0.375529772,0.372811893,1
6455,-0.003455609,0.381595745,0.455475808,1
6456,-0.178499518,0.67464098,0.479195661,1
6457,0.187517229,-0.34204569,0.15074483,1
6458,0.0193579,-0.042631889,0.406617321,1
6459,0.055756546,-0.458949798,0.401051796,1
6460,-0.6056353,-0.016950633,-1.944016985,2
6461,0.087056022,0.552877655,0.376170659,1
6462,-1.01570115,-0.832159248,-3.454258625,2
6463,0.111157235,-0.05319626,0.192202735,1
6464,0.054243487,-0.419664584,0.379499648,1
6465,-0.160566752,-0.445818176,-0.131108011,1
6466,-0.043974495,-0.18119698,0.356899781,1
6467,-0.326767283,0.383107247,-0.603781408,1
6468,0.193009067,0.763956031,0.46010412,1
6469,-0.445192425,0.68988682,-0.406855,1
6470,0.355572049,-0.552342699,0.455015118,1
6471,-0.078001446,-0.007081565,0.069762649,1
6472,-0.118590936,-0.366236323,0.277704581,1
6473,0.326799758,0.779918104,-1.35666188,2
6474,-0.231170211,-0.006198609,-0.291447721,1
6475,-0.336455898,0.341303379,-0.143544968,1
6476,0.040322686,-0.327040007,0.448248692,1
6477,0.135989739,0.457480512,0.63150958,1
6478,0.020107844,-0.145617299,0.335885441,1
6479,-0.133827797,-0.359929519,-0.033235544,1
6480,0.415011215,-0.526718445,-0.799966624,1
6481,-0.074218497,0.373019988,0.115006142,1
6482,-0.060225925,0.241737003,0.308955529,1
6483,-0.253955168,-0.16431988,-0.04172247,1
6484,-0.072101396,-0.35414795,0.296707884,1
6485,-0.129431382,-0.035183494,0.384907923,1
6486,-0.100530478,-0.265542068,0.09023978,1
6487,-0.266515871,0.066235317,-0.990990587,1
6488,-0.053131626,-0.403413192,0.126280954,1
6489,2.458727725,1.677218902,0.380743739,1
6490,-0.130385464,-0.243008048,-0.001292867,1
6491,-0.005723426,-0.210574002,-0.074362218,1
6492,-0.084214989,-0.356294707,0.270214341,1
6493,-0.749300477,0.716928087,-0.965048578,1
6494,0.046682005,-0.412063993,0.406262714,1
6495,2.413776459,-0.420388187,-0.029172448,1
6496,0.247560412,-0.556406066,-0.082822389,1
6497,-0.207282319,0.479943882,0.043044823,1
6498,0.045884617,0.15908008,0.120288598,1
6499,0.007969152,-0.221053598,0.341230364,1
6500,-0.172377046,-0.374598802,-0.023283723,1
6501,-0.446138955,12.3628801,0.132813834,2
6502,0.378836692,-0.166695373,0.077468972,1
6503,0.00064658,-0.161488462,0.299982059,1
6504,-0.029985647,-0.464894564,0.366140535,1
6505,0.026982306,-0.08149365,0.551985991,1
6506,0.002851472,-0.038300095,0.440983148,1
6507,-0.018491114,0.171185398,0.64593547,1
6508,-0.07494128,-0.438747886,0.330007526,1
6509,-0.074579612,-0.64639089,-0.056270815,1
6510,-0.181998902,0.451237248,-1.515363242,2
6511,0.259446907,-0.095511871,0.434622548,1
6512,0.13440764,-0.158599368,0.384938103,1
6513,1.270130401,-0.89358298,-0.096414171,1
6514,-0.05943025,0.295342958,0.016046485,1
6515,-0.110277621,0.052290997,0.354140582,1
6516,-0.014871447,-0.469128785,0.343780892,1
6517,0.379500464,-0.291187063,0.427945008,1
6518,-0.212071754,0.281263099,-0.090512205,1
6519,-0.134166029,-0.130453076,0.316175719,1
6520,0.252009436,0.137585806,0.350553235,1
6521,-0.192114556,-0.100944403,-1.35512488,2
6522,-0.011786646,0.630379002,0.576198573,1
6523,-0.055894323,-0.121681873,-0.205954373,1
6524,-0.020680829,1.115876291,1.352222794,1
6525,-0.059543314,-0.149202778,0.402289743,1
6526,0.094166865,-0.216621766,0.492389004,1
6527,0.36577527,0.916250561,0.864918057,1
6528,0.032090501,-0.377211296,0.419958547,1
6529,-0.127526741,-0.257174611,0.265594372,1
6530,0.02346919,-0.226141434,0.459506945,1
6531,1.735648118,0.332514007,0.444623483,1
6532,-0.028839957,-0.073823841,0.489996004,1
6533,0.219974399,0.168131444,0.748058348,1
6534,-0.045503765,-0.043977143,0.305750915,1
6535,0.001012201,-0.146644822,0.358736227,1
6536,-0.249525419,-0.489483321,-0.307408342,1
6537,0.027489312,-0.470500618,0.370958074,1
6538,0.015974385,-0.391024402,0.329653762,1
6539,-0.254439853,-0.316460339,-0.112132522,1
6540,0.085750086,-0.484268523,0.271481146,1
6541,0.300891357,-0.559688666,-0.125436934,1
6542,-0.028014429,0.31382386,0.222225141,1
6543,-0.064928345,0.143929225,0.029715779,1
6544,-0.075476891,-0.188406397,0.374560937,1
6545,0.224276841,-0.076815969,0.284704945,1
6546,0.017014102,-0.246315448,0.390523897,1
6547,-0.003064921,-0.467814063,0.379735507,1
6548,-0.067404503,-0.410811078,0.307892308,1
6549,-0.192910038,-0.105013705,-0.236920806,1
6550,-0.120915637,-0.65811259,-0.032576636,1
6551,-0.304341936,0.481657936,-0.789895306,1
6552,-0.158887208,0.026209732,0.300975746,1
6553,0.192226752,-0.182624491,0.182752366,1
6554,-0.08519385,-0.273829879,0.357003064,1
6555,-0.219376841,-0.628950469,-0.594037945,1
6556,-0.065972659,-0.417655035,0.268260384,1
6557,0.02972259,-0.135348527,0.373614686,1
6558,-0.100624734,-0.12303052,0.133517899,1
6559,-0.000596615,-0.061659423,0.320450838,1
6560,-0.104193023,-0.45591112,0.081863647,1
6561,0.230449816,-0.353048279,0.48611035,1
6562,-0.09790176,-0.378920955,-0.021437315,1
6563,1.64504261,-1.068642564,0.303892413,1
6564,0.165292995,-0.301202592,0.396630083,1
6565,-0.550489132,-0.19468316,-3.835531963,2
6566,0.158522096,0.198510752,0.315732581,1
6567,-0.053677873,0.004973351,0.460181608,1
6568,-0.221341519,0.157403762,0.040066351,1
6569,-0.064286895,-0.426824899,0.282027997,1
6570,0.007122112,-0.325228833,0.065966523,1
6571,-0.304076949,-0.084086639,-0.631170555,1
6572,-0.981579773,0.787949531,-2.957273083,2
6573,0.196913428,-0.277699053,0.385247801,1
6574,-0.167018675,1.083194187,0.124653407,1
6575,-0.001965361,-0.164544061,0.264176959,1
6576,-0.019438468,1.834673242,1.083509626,1
6577,0.213321225,-0.210535131,-0.28661463,1
6578,-0.152673609,-0.659852207,-0.498629847,1
6579,-0.10297794,0.521412374,0.565668453,1
6580,0.087655866,0.039093099,0.388727257,1
6581,-0.163983634,0.576381667,0.085845692,1
6582,-0.061013726,-0.382473807,0.072034815,1
6583,-0.003805094,-0.467324575,-0.001270382,1
6584,-0.404801092,-0.247352087,-0.646556863,1
6585,-0.049929929,-0.177747889,0.373678939,1
6586,0.247197554,-0.074153762,0.311031963,1
6587,-0.259279681,-0.025911489,-0.255262833,1
6588,-0.16491599,0.324135428,0.359984683,1
6589,-0.009865764,-0.678468302,-0.803814214,1
6590,-0.08578681,-0.391184378,0.269715463,1
6591,-0.038162464,0.024723901,-0.538982274,1
6592,0.036449216,-0.150670042,0.008486244,1
6593,0.09777873,0.333108987,0.132322629,1
6594,-0.100615863,-0.11073983,0.326414781,1
6595,0.059671046,-0.319963599,-0.141137684,1
6596,-0.090053195,-0.136050087,0.35271185,1
6597,-0.125911221,-0.215759566,0.24315814,1
6598,-0.182757963,0.192320821,-0.436426429,1
6599,0.092675296,0.243733254,0.395910794,1
6600,-0.278830253,1.398127337,-0.011287466,1
6601,0.019155617,-0.055182287,0.340198019,1
6602,-0.027548773,-0.374924457,0.250962863,1
6603,-0.408373599,4.840898521,1.97501907,1
6604,0.03610336,-0.532512121,0.062484782,1
6605,0.059476328,-0.042707795,0.451034311,1
6606,-0.143688017,-0.180930264,0.306518634,1
6607,-0.054478329,-0.337515289,0.340140838,1
6608,0.369972633,0.683148146,0.013126185,1
6609,0.019549163,0.163885565,0.45373842,1
6610,0.029032125,-0.47045968,0.389205818,1
6611,-0.243296047,2.318805805,0.973269908,1
6612,-0.058470721,-0.419753497,0.208643263,1
6613,0.082068205,1.20423445,0.341788613,1
6614,-0.083967592,-0.342365781,0.293126743,1
6615,-0.127843962,-0.200633277,0.250248868,1
6616,-0.064751032,-0.316242604,-0.241688164,1
6617,-0.083259283,0.299795517,0.572775624,1
6618,-0.072739316,0.217843007,0.0698662,1
6619,0.30386236,0.406710472,0.268376353,1
6620,0.087735265,-0.003672254,0.359070829,1
6621,-0.35607517,1.411281309,-0.033229104,1
6622,0.074380214,-0.308794638,0.339541685,1
6623,-0.100680429,-0.061173031,0.373524544,1
6624,0.040998151,-0.191016418,-0.90219661,1
6625,-0.032115114,-0.583404817,-0.181141348,1
6626,-0.174172675,0.395556885,-0.462226588,1
6627,0.027615231,0.099333116,0.367294396,1
6628,-0.085726514,-0.125509101,0.446503032,1
6629,0.072817214,-0.314919982,0.261553467,1
6630,-0.118852864,-0.06547121,0.265089705,1
6631,0.02657344,-0.488762407,0.263099056,1
6632,0.354668975,0.091936532,0.61136883,1
6633,-0.086885696,-0.376693861,0.365653925,1
6634,-0.003684962,0.023327496,0.517521133,1
6635,-0.410426285,-0.213703848,-1.255231343,1
6636,0.18731187,0.347734483,0.328846718,1
6637,0.249647323,-0.431792815,0.467807907,1
6638,-0.073820382,-0.648201371,-0.4752002,1
6639,-0.254907343,0.135039006,-0.886583377,1
6640,-0.012217353,-0.420408236,0.392896073,1
6641,-0.169916992,1.200988562,0.188880655,1
6642,-0.197273934,-0.289037527,-0.23265401,1
6643,0.275286071,0.247541646,-0.067396165,1
6644,-0.141558722,0.578969936,0.389140897,1
6645,-0.025308993,-0.100786602,0.227057764,1
6646,0.076504057,-0.313398684,-0.977990294,1
6647,-0.11086683,-0.516962502,-0.065302004,1
6648,-0.061133712,-0.027239953,0.33917849,1
6649,0.059851451,-0.199218143,0.459121828,1
6650,0.00699581,-0.420091723,0.329254565,1
6651,0.008872052,0.262748177,0.309557493,1
6652,0.236534194,0.118179036,0.40344171,1
6653,-0.092414779,-0.278472755,0.416606382,1
6654,0.171271031,-0.296828229,0.463485616,1
6655,-0.082589757,0.116328682,0.517727156,1
6656,-0.077753595,-0.436722718,0.136435157,1
6657,0.526641231,-0.483317804,0.499420225,1
6658,-0.074618344,-0.354489713,0.179485911,1
6659,-0.079719865,-0.7115062,-1.179057103,1
6660,-0.291424897,-0.354013951,-0.276025249,1
6661,-0.012638015,-0.359975408,0.341670522,1
6662,0.058232352,0.163279788,-0.267143783,1
6663,0.576882265,0.1467075,-0.165749122,1
6664,0.178953225,0.026979325,0.635412483,1
6665,-0.16884961,0.573197131,0.494928216,1
6666,-0.058776579,-0.077910228,0.482262823,1
6667,-0.227214265,0.289329914,0.271145101,1
6668,0.649417326,0.581129444,0.501701435,1
6669,0.274877648,0.017603733,0.255085892,1
6670,-0.107821917,-0.265040252,0.08797524,1
6671,-0.077245544,-0.311248658,0.012573911,1
6672,0.470795142,-0.093334015,0.347949731,1
6673,-0.073114496,-0.066055694,0.381675129,1
6674,-0.075604841,-0.131847504,-0.382505094,1
6675,0.005636473,-0.454127724,0.378326497,1
6676,0.031504272,-0.334544537,0.178327997,1
6677,-0.255799445,0.174049325,0.082384618,1
6678,-0.095898429,-0.389199412,0.333258928,1
6679,-0.129130387,-0.259989232,0.313360851,1
6680,-0.028823029,0.53079816,-0.798905386,1
6681,-0.015758374,-0.31938203,0.150954694,1
6682,-0.086496164,-0.228175942,0.427536766,1
6683,-0.046891654,-0.410495233,0.350607844,1
6684,0.30529184,0.330060152,0.18935936,1
6685,-0.033591508,-0.406399223,0.307725674,1
6686,0.177467773,-0.593157325,-0.309288697,1
6687,0.041918414,0.073268052,0.338452942,1
6688,-0.106742316,-0.07952512,0.438155279,1
6689,-0.237727604,-0.506884396,-0.376989148,1
6690,0.284246404,0.498103768,0.077884163,1
6691,0.075493884,1.721285769,1.641920548,1
6692,0.162354734,-0.382210867,-0.310499381,1
6693,-0.243347191,-0.250066389,0.011937188,1
6694,-0.081245901,0.042394303,0.160236864,1
6695,0.032521391,0.042507259,0.095502688,1
